algorithm,model_variant,population,feature_set,transformed_feature,coefficient,absolute_coefficient_rank,selection_reason
LogisticRegression,balanced,Global,M2,categorical__province_id_18560,-0.14887940867736482,4405,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_18607,0.06229147492883759,5002,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_18714,0.48152934459597757,2384,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_18752,1.4924157213453597,183,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_18933,0.3156747485987603,3340,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_18935,0.4750424786859613,2425,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20,-0.3493665442872727,3127,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20001,-0.6263288786451968,1676,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20002,0.45742355060875173,2530,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20003,0.6690723654949408,1524,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20004,-1.867564052842621,99,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20207,2.577969547466621,52,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20212,1.0609235442451381,535,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20242,1.3979484181693793,223,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_20671,0.029000284999563867,5251,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_211001,-0.2253417267647507,3923,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_220007,-0.5860278265197608,1877,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_220012,-0.4610423943689059,2506,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_23,0.1966805791441412,4098,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_25,-0.9228126607827251,765,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_2883,-0.749002009073756,1232,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_2943,1.4339421561503796,208,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_300001,-0.8704758752674908,888,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_300490,0.7056160764594425,1380,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3009,-0.04015892994188903,5170,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3010,1.273626856880662,315,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302015,-0.05737338876308578,5043,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302016,-1.4348630379939236,206,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302026,-0.7866501997390982,1112,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302029,1.3477604281683777,254,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302030,-1.0379460366471605,560,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302031,-0.8223845969333068,1012,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302032,-0.6794503426857116,1479,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302035,-0.05672117096358242,5051,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302045,-0.13091453076108175,4540,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302046,-0.72357805862613,1321,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302048,-1.209388130872005,363,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302053,0.400267416921222,2835,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302086,-1.1547626430538707,419,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302087,-0.9071064442821938,805,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302088,-0.6218709297971724,1692,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302089,-1.350940370805365,251,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_302090,-0.6423101534814998,1629,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3077,-0.13832618351078377,4483,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3260,0.4552322569276213,2539,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3261,0.1474218931426037,4418,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3334,0.3637915910248221,3043,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3411,-0.25467796213799365,3738,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3412,-0.27239822981373596,3623,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3484,0.36305869146044784,3051,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3538,-0.33248376588653744,3228,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3610,-0.3665545292052798,3018,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3620,-0.1843235147943407,4177,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3621,-0.32986826243829914,3244,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3798,-0.6250866573821329,1682,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_3897,0.6040826344505739,1789,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_400070,1.1777280292377132,399,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_400074,-0.4790993793375542,2407,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_400473,-1.5040061664948758,175,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_400566,-0.19750445379660883,4091,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4205,-0.10392084858472327,4710,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4206,-0.13166051139698745,4528,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4259,-0.4829977351488681,2377,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4329,-0.7798199366881845,1134,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4342,-0.42914541278469603,2662,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4343,-0.7765745407548587,1143,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4381,-0.6895706664975325,1444,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4393,-0.36367720078814275,3045,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4407,-0.17360557942075544,4248,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4413,-0.6062439486144646,1779,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4430,-0.6436448965715722,1617,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4437,-0.9125204657382934,795,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4459,-0.970217245012616,677,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4470,-0.9576635282735426,697,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4475,-0.7464449444453122,1240,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4517,-0.8233871064498262,1004,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4526,-0.8251833405217753,998,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4531,-0.48060163682434787,2396,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4536,-0.4543239816894158,2544,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4540,-0.0386888478240277,5180,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4551,-0.8734640181760202,879,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4552,-0.520157565718477,2198,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4555,-0.5189807815531814,2204,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4558,-0.9921901307302767,625,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4562,-0.8570980412558636,921,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4568,-0.5919459741190943,1845,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4575,-1.066084075912303,527,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4579,-0.3518421156637134,3119,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4583,0.17216066371736535,4256,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4586,-0.6973530864122892,1411,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4592,-0.46216928232258997,2501,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4622,-0.6213353664349973,1695,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4627,-1.3456933355015686,257,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4631,-0.8346113339688915,969,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4634,-1.091379018307605,489,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4637,-0.5282590170006181,2152,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4645,-0.3527259104039788,3111,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4652,-0.5436369452999416,2081,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4656,-0.5964050044234538,1821,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4659,-0.02587215564266507,5284,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4694,-0.8338004137929815,975,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4716,-0.13103839799823797,4536,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4722,-0.648217137035328,1602,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4737,0.0866416496290517,4826,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4743,-0.7333447514184992,1279,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4759,-0.817051591567742,1028,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4771,-0.8222329151604764,1014,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4778,0.6140723031780249,1726,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4793,-0.7326715905108163,1284,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4801,-0.13730150877275446,4492,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4839,-0.8228991069891491,1009,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4840,-0.745717040665672,1245,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4856,-0.4488813757386705,2568,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4860,-0.6432174729663701,1622,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4870,-0.2729252680410665,3621,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4876,-0.4820518508528024,2382,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4888,-0.3028974630942821,3418,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4892,-0.6152894165676288,1717,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4897,-0.5345844439071844,2117,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4908,-0.7329715323035778,1281,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4929,-0.43878009658034534,2616,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4945,-0.6117934055325963,1741,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_4955,-0.4188779196985118,2723,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_500028,0.913199740067286,792,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_500029,0.19746752598320677,4092,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_5021,-0.9636006683682693,685,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_5028,-1.1780308078802793,398,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_5068,-0.6540009463975929,1576,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_5078,-0.33850858475177736,3191,interpretable_term
LogisticRegression,balanced,Global,M2,categorical__province_id_5101,-0.5953111730686416,1824,interpretable_term
